Global_active_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
-0.684530803919336,1.50388166512569,-0.670449753920212,-0.160301494403139,-0.205319885371926,-0.627922611883515
-0.589692863278195,0.620721945458742,-0.541576436801039,-0.186993164541317,-0.0141276525531062,-0.632957806799244
-0.183208107931608,0.226052533234933,-0.140397986460834,-0.163497480275952,-0.228207993890825,-0.737573497400423
-0.351872268126473,0.237609597568976,-0.375987623291705,-0.145695268363477,-0.225033126745952,-0.743089227689289
-0.684836522948724,2.02563995260523,-0.690206942907974,-0.149024433137432,-0.194592846147812,-0.638766375572095
0.637195563084317,1.47838796264531,0.658688082722826,-0.20011935162086,3.72909171975243,-0.747227304232012
-0.899974797079413,1.19515413325568,-0.907812173816987,-0.143854527371566,-0.191461557085243,-0.642845202112607
-0.548699376154976,-0.931434338262645,-0.452642073318048,-0.199848095925848,-0.0083831250212173,-0.770429069286497
-0.85121276743237,-1.34199279027956,-0.867196192233605,-0.145455023362444,-0.250405992789546,-0.778240048057358
3.33313690544132,-2.16325969127514,3.4062436946166,7.43549505158943,-0.229977374053808,-0.788187644391177
-0.68674268704067,-2.08298098338279,-0.683146649672945,-0.220539880694964,-0.0178489539810711,-0.760914733401325
-0.0643247076902068,-0.0913773927874608,-0.0466862581341251,-0.142857762645161,-0.0438526097224093,0.546592648379632
-0.875264686694078,1.57495103551652,-0.915296585006785,-0.205913306873329,-0.252998871488873,-0.753418736686972
0.215519057677298,-1.36098170768602,0.216775897854036,-0.175905960537709,-0.230215115422544,1.24226281669513
-0.745145310212884,-2.53018196656306,-0.730086833713587,-0.217007885284452,-0.027157103854066,-0.788826681241694
0.27783643120522,-0.335390158500249,0.262242658889934,-0.213606626897789,-0.223874282736686,1.34422073443918
-0.225158254739535,0.0098063737523723,-0.149078584000208,-0.042641637425501,-0.0763410144148592,-0.759556029395459
0.33241344636131,1.10937919178748,0.256793113908931,-0.148373724558719,-0.227067310602097,1.34896597843791
0.189112895449308,0.969654048321321,0.131095541783475,-0.19966476032824,-0.218104866393198,1.46421266306911
0.120798356859397,-2.56392360700074,0.124367388406248,-0.217479807537095,-0.236445508820047,1.24325368811432
-0.899621752664297,-1.20047575239936,-0.903602163649729,-0.142892600848346,-0.200615559144814,-0.791028374288463
0.360887967072484,0.524995111608126,0.306704922950368,-0.158083807338326,-0.0763829096795027,1.38917293611039
-0.646801344881899,2.26578509644555,-0.646064656701285,-0.213714484167131,0.0901962203130119,-0.743508257955875
0.0638196439454089,-1.52358508499805,0.0360022295659088,-0.207380807211454,-0.216845254197796,1.34718049812221
4.02748768399707,-1.8385469461371,4.09315195330115,5.84657457350395,5.82952543854219,-0.787193976527291
0.453767472154771,-0.345056571589578,0.445268383512406,-0.16056797108659,-0.0394422562345374,-0.665060358135944
0.667430989511506,-0.798712255907744,0.633609371551072,-0.161934173779539,-0.0868414602173295,1.36049721871091
-0.693589120154323,2.09003243925752,-0.692167094154314,-0.174688538964621,-0.19800700737627,-0.7662976176628
-0.788788544250539,0.895556528068033,-0.81619329741599,-0.169327727166176,-0.0176424655830779,-0.66131941250772
0.931655126365974,0.274603384703812,0.883635863814647,-0.179000827766631,-0.181853680413255,1.51356738918609
0.243591050695641,1.20143903788233,0.168415457623338,-0.211167156484367,-0.191023890251395,1.47291389453578
-0.701888829638127,0.188062864886189,-0.72173099362914,-0.183284229728792,-0.226283890010508,-0.662501756032264
-0.926555508882654,-1.64456587479684,-0.908055034239303,-0.21343501629026,-0.256255873741753,-0.780237663058488
4.62641143026761,-1.85698949061965,4.66228440657269,11.8341651098486,0.145255809917474,1.27803283628973
0.539244508912557,0.175840938665259,0.543757407652056,-0.160758618177943,-0.190405156940716,1.36260140331708
-0.724136629513399,0.0710878785226787,-0.67177429968085,-0.206418828798059,-0.195496547567456,-0.655997813547506
-0.837498255484805,0.309149054546933,-0.860215817030219,-0.181664211555251,-0.196847398108113,-0.762711719320447
-0.805159142930634,0.926593965707773,-0.81316215323485,-0.161303942491164,-0.183541434141024,-0.786390967785756
-0.637123104979359,1.52158143385986,-0.643474000010621,-0.193073057841368,-0.214535353170417,-0.769228714984079
-0.198789301407824,0.16178319538811,-0.23015869482935,-0.163374474378623,-0.252197823306306,0.524128286787981
-0.610652107725075,0.259262764847043,-0.589029875290475,-0.167816466950089,-0.250780074024557,-0.753634817770505
