"V1","V2","V3","V4"
2.22044604925031e-16,-0.168251601398064,0.0140739967557356,-1.13177861671359
0,-0.35157341824689,-0.179204393878213,-0.518590475389448
2.22044604925031e-16,-0.0974948799673532,-0.296427014145173,-0.588424473474249
1.11022302462516e-16,-0.845918936917167,-0.099915402697009,-0.538161476256972
2.22044604925031e-16,-0.104155499866737,-0.557750202207089,-0.568185641513282
2.22044604925031e-16,-0.123965420185544,-0.339553514601605,-0.515951345658113
2.22044604925031e-16,-0.092841057572248,0.10434685308524,-0.737526207383897
1.11022302462516e-16,-0.190294441301561,0.213027222343568,-0.660266794740408
2.22044604925031e-16,-0.651313592335072,-0.56003441926826,-0.324642129696383
0,-0.0851812501153593,-0.401341083801246,-0.42750531473554
0,-0.138948136307179,-0.298621621972692,-0.511325351991163
0,-0.111709286019919,-0.103307675039865,-0.498863730953361
2.22044604925031e-16,-0.221579455846155,-0.189512385918532,-0.521733082495059
0,-0.113009950154153,-0.737414269608769,-0.564851153271542
0,-0.103066944096243,-0.0828954698708315,-0.67860680902658
1.11022302462516e-16,-0.173327948665567,-0.217009528125033,-0.589896993035754
0,-0.171258784233996,-0.152954880711592,-0.554335833129037
2.22044604925031e-16,-0.782551884411767,-0.460845766561677,-0.570585229292841
1.11022302462516e-16,-0.169411622231383,-0.198713116655812,-0.492875322160918
0,-0.116406324440137,-0.635552821626638,-0.443384773929392
0,-0.0756148676965005,-0.560243663220326,-0.613706713454533
0,-0.512124380440104,-0.299219088409938,-0.525069038639852
2.22044604925031e-16,-0.0922329746401506,-1.21948276019949,-0.872244604896564
1.11022302462516e-16,-0.0893324694936587,-0.169294007768916,-0.730108411324727
4.44089209850063e-16,-0.147656205610406,-0.24713002731013,-0.497266095276953
0,-0.66727473040652,0.326166989071166,-0.497689929212182
2.22044604925031e-16,-0.0766474910655028,-0.794385755001863,-0.704314622987484
2.22044604925031e-16,-0.139641199665727,-0.534002038207966,-0.714619973742558
1.11022302462516e-16,-0.0820453082400538,0.0250544364739061,-0.467052045575128
0,-0.100579926810473,-0.0224032284075621,-0.604710604321366
0,-2.1926912320638,1.35443793645793,-0.327651971281382
0,-0.0943496938676949,-0.99509219160547,-0.382365907719993
2.22044604925031e-16,-0.083177824027175,-0.0406602808422158,-0.596668352625833
1.11022302462516e-16,-0.240134497919556,0.205345934075795,-0.560840923103771
0,-0.83781056821235,-0.695227462490483,-0.681323585764648
0,-0.104231608424711,-0.676196022096986,-0.709443788735605
1.11022302462516e-16,-0.259895000034974,-0.20987897484733,-0.505927600187379
0,-0.14294443108932,-0.683105439141259,-0.745533324709829
2.22044604925031e-16,-0.736256851687138,-0.747105677577811,-0.700813208378849
0,-0.0668563301421629,0.102134900807612,-0.618886127235031
2.22044604925031e-16,-0.0693875588926084,-0.282193551492583,-0.47225301754232
0,-0.100155411054529,-0.317371845187272,-0.479169546309316
0,-0.0976224889194879,0.0343990379826192,-0.508666013446781
1.11022302462516e-16,-0.100861285951761,-0.252118883571067,-0.437108930037537
2.22044604925031e-16,-0.10287669620165,-0.310176316563751,-0.786344672499023
2.22044604925031e-16,-0.349882884228951,-0.257695998460198,-0.563447662490498
0,-0.430172693787783,-0.627521595337616,-0.518278712283482
0,-1.28228525386019,-0.175677028830029,-0.528906475836189
0,-0.1143285733132,-0.455073917004223,-0.589128426646406
0,-0.0759720392486914,0.189928817003366,-0.735812560232033
2.22044604925031e-16,-0.238101302228207,-0.642795312599369,-0.447452715033487
0,-1.1496968820309,-0.714140741050948,-0.5716678181401
0,-0.628710314610976,-0.406265472668667,-0.428333226451764
0,-0.0864856517671946,-0.558734171232784,-0.387553800176141
2.22044604925031e-16,-0.334195575112864,0.169665836003697,-0.466731697350649
1.11022302462516e-16,-0.412889068858997,-1.00585940652348,-0.302037652755518
2.22044604925031e-16,-0.0889810379299819,0.130067079195179,-0.497958409739463
2.22044604925031e-16,-0.119898954868938,0.243593834792989,-0.742342783307783
0,-1.09291539081021,-0.292042692560031,-0.905375547219613
2.22044604925031e-16,-0.107866864310242,-0.602676525625471,-0.813303866734806
0,-0.126254526324441,-0.0799542870366131,-0.698935065887273
0,-2.36399037686834,2.85076940884114,-0.391434926217271
0,-0.131248076263604,-0.231166530394962,-0.526127665563816
2.22044604925031e-16,-0.104438847966552,-0.0305668768765391,-0.574310626459953
1.11022302462516e-16,-1.60712196368518,0.689074110280391,-0.457735754713663
2.22044604925031e-16,-0.0966590935478074,-0.0776019039726128,-0.64266928254959
0,-0.215314574397885,0.135509539047643,-0.775123682670639
1.11022302462516e-16,-0.433889912410786,-0.280250129866516,-0.918597749058819
2.22044604925031e-16,-0.61535857559556,-0.365368001038297,-0.578666427986972
0,-0.32287665108362,-0.281545024490217,-0.82653460020714
0,-0.0876118219493053,-0.648557438679734,-0.36589204172447
0,-0.424347356433797,-0.122097952265783,-0.424987754951152
2.22044604925031e-16,-0.227376629208575,0.159757785148668,-0.64796167121363
0,-0.197799880663656,-0.478358505966234,-0.3809010293611
1.11022302462516e-16,-0.22448227532578,-0.180465223356311,-0.518766510670819
2.22044604925031e-16,-0.106032665655778,-0.223802326226732,-0.582779711119422
0,-0.248788743692609,-0.461020330229978,-0.545413015670859
0,-0.110436993956863,-0.354219630351006,-0.45670327081247
2.22044604925031e-16,-0.43107112472488,0.0376752426869589,-0.621430747204098
0,-0.392293484892929,-0.0389583182115716,-0.518909841657226
0,-0.216393662298791,-0.177438080830571,-0.531586612185531
2.22044604925031e-16,-0.568119793590575,-0.277980955562423,-0.632991765921967
1.11022302462516e-16,-0.228272311266793,-0.627736697475227,-0.596229601426423
0,-0.134506701845356,0.0188203362937077,-0.481585776879112
1.11022302462516e-16,-0.155000997805657,0.0203481697026803,-0.690295891907457
1.11022302462516e-16,-0.381176059617057,-0.194572614412447,-0.519398019490268
0,-0.461217213934144,-0.556670254964662,-0.438704026498826
2.22044604925031e-16,-0.137245058296018,-0.64431784987582,-0.570626348086143
2.22044604925031e-16,-0.170445031909635,-0.0503594599261112,-0.48232101989932
0,-0.114236689112789,-0.453894166560868,-0.686480623264238
0,-0.239664949660725,-0.498416263105542,-0.512318221513785
-2.22044604925031e-16,-0.144106379622658,-0.195689215790243,-0.504057388081774
0,-0.236349931166499,-0.373010490979206,-0.517009959198611
0,-0.101215481132686,-0.417901502414904,-0.479129963750192
0,-0.254125257504383,0.224553389621921,-0.510207517333009
2.22044604925031e-16,-0.455386407879217,-0.444558110960763,-0.715893497498173
2.22044604925031e-16,-0.217555441414081,-0.68582689674562,-0.393944373054233
0,-0.285050442934241,0.116001155480935,-0.598709469988169
0,-0.209436220632996,-0.021292844837044,-0.912230555295305
2.22044604925031e-16,-0.666140670431314,0.0772051772031099,-0.432984741050803
1.11022302462516e-16,-1.00418585784033,-0.0391708024323008,-0.506425745720835
1.11022302462516e-16,-0.999491798809988,0.00755041951014124,-0.523730962313955
0,-0.278428202209228,-0.739196427998551,-0.366794798907023
2.22044604925031e-16,-0.304760089269253,-0.112603665757396,-0.59751382962785
0,-0.0837382637396435,-0.483092221153335,-0.53175614045129
0,-0.184002320073319,-0.103720067245224,-1.28545195571461
2.22044604925031e-16,-0.766236725250066,-0.27425819130083,-0.492052429613107
0,-0.179200798011543,0.0542667356520902,-0.541422183020665
2.22044604925031e-16,-0.552219681683719,-0.149262780481696,-0.512059122585484
0,-0.542545472275704,0.0420422071980706,-0.48750059466123
0,-1.02551169000338,-0.0165130139407421,-0.505796680039214
1.11022302462516e-16,-0.420120722300157,0.0527005475580495,-0.938719641339463
0,-0.497942438028852,-0.623985930720016,-0.791401378798286
2.22044604925031e-16,-0.918126189496724,-0.559064795353441,-0.462135067220697
1.11022302462516e-16,-0.283592972419857,-0.228299741899359,-0.417218539369304
0,-0.117748271482739,-0.339315593179939,-0.710376098155209
0,-0.49910492495269,0.351171318508754,-0.493684616918711
2.22044604925031e-16,-0.26707544449722,-0.0771512042434492,-0.597526281085133
0,-0.183134896220392,-0.525822695505439,-1.12967027096754
0,-0.120376098069276,0.145887257053328,-0.762199517487993
0,-0.207441680929276,0.0812086256111075,-0.450598335899149
0,-0.217679513364029,0.277463871682041,-0.460469100130539
0,-0.289766120378638,0.076847186876216,-0.598261700830881
1.11022302462516e-16,-0.148741984530118,-0.287959400662903,-0.594435402126357
2.22044604925031e-16,-0.194092694158541,-0.259403475320929,-0.556368394507574
0,-0.371040523402727,0.198628714702058,-0.558495954207253
0,-0.236739301143366,0.103892497970453,-0.611080318194865
0,-2.39379462847447,-1.48467046110141,-0.681750281570314
0,-1.56573485298964,0.667235665694139,-0.397843557241365
1.11022302462516e-16,-0.310962340661995,-0.160640174232218,-0.488134841237263
0,-0.492912718658679,-0.380884941223855,-0.912648430643387
0,-0.601940757257733,-0.68522529352546,-0.643840274646625
