"conc","X.ppm..","conc.1","X.ppm...1","channels.","V16","V17","V18"
1.13003092928641,-0.306094654685004,-0.00418590501980616,0.560824262224332,0.282703158751859,0.844821846935115,0.823570623397289,-0.308166303033212
-0.560354290021198,-0.190249842870573,2.32495474659334,1.19685456463515,0.0114814829670852,0.0106614693766873,0.505376406738056,2.60105796895461
-1.23817318274066,-0.283158089240716,-1.50561518070633,-1.51039247557988,-0.938134611910117,-1.09191217265783,-1.2192742550762,-1.3963774785184
1.40766313542412,-0.287837603280974,0.726655392765045,0.952199713880114,1.45149752800449,1.00700394617489,1.04389547293177,0.595671231794555
-0.63459901817193,-0.30919538531087,1.77310730778467,0.745236217245281,0.340448339486034,-0.0125884119828613,0.46600299023095,1.99948117729732
-0.893961446495078,-0.298327040286195,0.553434794587951,0.47170273905283,-1.55951123775425,0.59228655021677,0.573552397914764,0.537010728762258
-0.751072019176996,-0.330717360815862,-0.056720300871109,-0.844421499182697,-0.320183746483367,-0.863508866618904,-0.702906447339727,-0.0526979005106078
1.00639952019173,-0.257531276858304,0.545378419804208,0.925467776275681,0.55756177196605,1.11808671267051,1.01111398588513,0.3034015943636
1.76363239858504,-0.316830381902869,0.897991425533362,1.61548167880229,0.258300481806088,1.91475744413428,1.84407256797965,0.602265758843305
1.61231758829422,-0.297499757777053,1.01718591747517,1.08721520600733,1.56804377453299,0.780868921244217,0.812702847800305,0.807927605417892
1.52949544018478,-0.299362722206036,0.892781826291578,1.06920560814533,1.56107493313598,0.818484582956007,0.834438398994273,0.802152428491915
-1.27078511623212,-0.232965406930364,-1.85584258853133,-1.77895467205384,-0.899841180395215,-1.5933283131979,-1.74977610976395,-1.68962040458005
-0.803512109589262,1.01524602102261,-1.99716221998523,-1.04004143480534,-1.91264613009449,0.562420848958163,-0.287971211841768,-1.86866082080196
-0.714912556012799,-0.326094682978522,1.17093457094526,0.362311944510935,0.171319016961884,0.0633359973349052,0.209155288280374,1.38583759292281
-1.08163843593139,-0.333382347219356,-1.25922106399874,-1.44538166874306,-0.25753456624759,-1.19259865074064,-1.29623948553353,-1.11011640865446
-1.25967374650718,-0.232649650247486,-1.88333105316448,-1.81336949958685,-0.951462227780499,-1.57581214241753,-1.81551724411291,-1.72523978900827
-0.634877752646216,-0.251329815606572,0.505563417074376,0.289324490189447,-0.293575442967498,0.308310357025756,0.30999399299993,0.522530577501598
-1.02127975249964,-0.299154322795336,-1.1026199414356,-1.13625833279323,-1.6400400716753,-0.587849704158135,-0.798340957636738,-1.08760166043229
-1.18349054678527,-0.31342652486144,-1.18243783408103,-1.56724586105135,-0.403880235584871,-1.49503613184046,-1.57654495448306,-0.957404443044347
0.788492510044209,-0.329277510341936,0.933132022823298,0.451252693801764,1.39783510283624,0.09647810463876,0.442129515968723,1.18548910775046
-1.12708482498885,-0.304541131805242,-1.16321640562173,-1.37302692300393,-0.816637437655115,-1.08479229029027,-1.1875023428118,-1.04912696497015
-0.81023974621862,-0.331639370329867,1.21055599293824,0.459862049868788,-0.10996876306302,-0.10061032054462,0.275549676900199,1.41285628394107
-1.00454301429364,-0.333382347219356,-1.09679543867675,-1.41835597358254,-0.537132930176248,-1.29763266761426,-1.34143280372645,-0.928290202015112
-0.706727898267855,1.06053184448104,-0.462670493154399,-0.285807611169846,-2.16641050621806,0.356511330576039,-0.0479893474296817,-0.58617428256958
-0.650284167224935,-0.311159391878373,1.75590139640907,0.738095648958721,0.288076440502418,0.0829944336063933,0.460004928289445,2.01034129074281
-0.384548855239702,-0.318687031198194,0.36011596108463,-0.207193569812429,0.540127936417293,-0.610721538666308,-0.32876991039438,0.714884191779008
0.653597694238603,2.50779628532056,-0.435415464115687,0.619485386502531,-1.51204333827224,1.12949112602032,0.859796542053902,-0.749647046458787
0.439567627233429,-0.322495056793708,-0.0822501839313933,0.203524687075301,-0.937242975637098,0.635950961550556,0.591546583739278,-0.184429537219383
0.385151056003497,2.14963347993158,-0.443249790407157,0.549458104477054,-1.32853051481755,1.06629429403217,0.717565271262774,-0.735355594014281
-0.481700489277213,-0.32012688167212,1.94839466500523,0.840029520922879,0.759517387804751,-0.0541735656340861,0.42306636861008,2.28983899777513
-0.6461664988548,1.13820167333547,-0.63141026662845,-0.329012568650553,-2.35367758766441,0.430797536871181,-0.0820179562661389,-0.742431799620056
-0.536370455483768,-0.208639512081412,2.48919661471109,1.46491963293726,-0.136013927880141,0.709607089760074,0.978391885590388,2.50628647142042
0.529307458204698,-0.206081882950096,-0.874280075215101,-0.800448252709132,0.413750226773138,-0.577012361085391,-0.768469421433007,-1.05388912719888
0.695471214125663,-0.287528161731753,-0.300632029306118,-0.0790926786209379,0.777749003176736,-0.022417630118605,0.147630613316029,-0.446447774965859
-1.15713746921641,-0.319097514885936,-1.61833041151464,-1.64904604205562,-0.842189856110831,-1.4669346492216,-1.58889739887745,-1.43858642423706
-1.0668528390454,-0.180151944152122,-1.11209970399032,-1.47654256642397,-0.380228410237432,-1.44229859607368,-1.37076985916312,-0.912250802642021
1.47303903939303,-0.311361476155415,1.14810343109876,0.990162228821321,2.1037998540549,0.357708478938725,0.608293647773974,1.14678598740561
-1.02571416459055,-0.320436323221341,0.418930343781494,-0.291411601470691,-0.158234442368261,-0.70315399382744,-0.535495193744658,0.810470073677651
1.6560662310083,3.51416966985697,0.12851369009305,1.30850503268545,-0.869947901136645,1.97814329954811,1.46678853318381,-0.239033015704368
1.10376653995937,-0.313224440584398,-0.0268120770272926,0.544034888056882,0.293942468614382,0.994402384462399,0.823570623397289,-0.329653139283169
-0.808351953642774,-0.0420336559274481,-0.480918324378353,-1.0005649386135,-0.37652108047067,-0.655142043702844,-0.729392938685381,-0.482062193635768
1.24431206374368,-0.323833865129113,-0.0804567153399597,0.616231456650427,-0.083876670021004,1.11430624415676,0.859796542053902,-0.402689512651409
-0.783823319905604,-0.305576813725083,-1.41852662332674,-1.46632884216598,0.0234481803154918,-1.29763266761426,-1.35722967973081,-1.42927066162904
-0.0552494133684244,1.65709094544321,-0.526443958845354,0.517009192896355,-1.49463296683593,1.00826410234614,0.717565271262774,-0.781403070914178
1.71857877174135,-0.324143306678333,1.20313160232482,1.17644971285425,2.09432035262597,0.75459466507367,0.983202212493971,1.12930651811976
-0.704548701468892,3.1897296781994,2.05429471516609,0.961690342615416,-0.143592836200798,-0.0199603255846691,0.400380629385774,2.41162422056927
-0.764628650426361,-0.189820413781858,0.455722070885766,-0.395808517559012,-0.199742457288519,-0.779834496847955,-0.604858919959288,0.571582338185
-0.0519679484211478,-0.32825445868941,-0.0836394103958694,0.142965437050042,0.247577382417417,0.0094013132054378,0.0839086285315273,-0.205583667661911
