x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
-0.244359828288454,0.991691159699419,-0.590777856466862,0.734666301789842,-1.05328029654462,1.47421036527707,-1.4416069749828,0.663605146855335,1.93326667769082,1.87932850012833,-1.63629448814976,1.83703829753941,-0.771263942668145,-0.278901981709276,1.53450649529227,-1.31278158670922,-0.3839991950095,1.08503565678327,1.02391514212002,0.239098637837925,-0.911484362296413,3.87972188509844
1.02039643017646,1.79306641266714,-0.220929139537066,0.0303177054275349,-0.549084893604701,-1.27601808008267,-0.00117870333105681,1.38180794502505,-1.90678183296733,-1.2635292928764,-1.68836415300987,-1.23589525644796,0.830816990051168,0.0914784345509078,-0.740571375839059,0.0749591041628582,0.811704800475628,0.143901233538077,-0.00373116845429835,-0.323308079172288,-1.10989860806211,-0.263516670863344
-1.09514221122562,-1.13312736933573,-1.18696515905136,0.248785494801718,-1.08172266887075,-0.0570111214595441,-0.295345025941693,-1.2105026564003,1.03063129384301,0.330398258499966,0.689298642083163,0.89101874311485,0.0581388161110235,0.402470331760643,-1.05976497355172,0.729543888874171,0.474505212242701,1.21754074698155,1.74613130163907,-0.316941836124483,0.572094257152163,-0.655901033696932
-1.10310984877111,0.140756580052995,0.918819254910535,-1.08832514262976,0.263935494668381,0.106203363082676,0.597061800296338,-1.36141339851049,1.19666813714265,0.402760521203281,0.435798099961969,0.541411049835666,1.71238298153278,-0.713878591687127,-0.698541700755474,0.130479833112085,0.0306027213587806,-0.0948033701591699,-0.522048399106783,-0.371944376202101,-0.790462501826529,-0.552835875760337
-1.60899982828447,1.18695154916389,1.71352452250626,-0.114518146916474,-0.960567324974241,-2.07134934878206,-1.99440024539584,0.539014852180912,-0.874043484306268,0.202918389031938,-0.915298761318052,0.122442376659458,-1.89323190644235,0.955876001473872,-0.929218979492697,-0.0936341562167467,0.6616661874428,0.615325373596314,-0.347486929881951,-0.393741163831788,-0.345950299310193,0.782472939730612
-1.73952747780235,-1.93152151909028,0.713667449487093,0.0285370041265098,0.636435441054982,-0.24268028915435,-1.43070563374838,0.149151853401998,0.778451302375197,-0.74381520163392,-1.53348874363358,0.557823585846549,-0.882265583117172,-1.18138254429199,-1.91724008560105,1.03140605988814,-1.41490802656924,0.336497974920946,0.312100370831334,-0.364895966142997,-0.335262010599305,-0.824837373066209
-1.85828793091835,-1.61267330355264,0.654230484531871,-1.60480948249221,1.39550814121025,-0.81329712568608,0.488039537316452,1.72862518101676,0.397393558952741,-0.237194330089872,-0.214480735585854,1.06818371932935,1.25457849606824,0.434382145764,-0.0567253494945761,0.831353057583172,-1.05083112999677,-1.02853532098581,0.399426915738626,-0.412854190788077,-0.126686452537693,-0.913829993169345
-1.88888478373122,-0.557838380261835,-0.518133883717612,0.657110879574555,0.280360483163372,0.850422069882641,-1.05863124855407,-1.46830412104216,1.31960896707486,-0.803814704087609,0.161445719086474,-1.28835872610564,-0.102695178526242,-1.62044066938462,-0.802905464159612,-0.93482513245856,1.13078248669356,0.479111990582955,0.0651073418421732,-0.3923870441222,-1.3162889124558,-0.496781202180947
1.21897740880001,1.37486183182089,-1.12183891708713,0.38993378104719,-1.36893869679131,-0.403773270572775,-0.565103023858025,0.751711236309885,-0.113836999581666,0.783153390691545,-0.0827285586943816,-1.06726287203073,-0.235776619558705,0.410367291077888,-1.07306438161047,1.15077897987997,1.49531623468776,-0.698337120718757,-0.598724337837714,-0.391278001164654,0.494587733990375,0.123558500220385
-0.442204886009854,0.453477751020951,1.48368292514268,1.01905637109469,1.4195701548967,1.49341196088171,0.781598215692146,-0.198895479962552,0.782512016968615,1.07809167973344,-1.69762871289876,-1.67936497690616,1.67423325541807,0.792149614284802,-0.964545141933615,0.222488241928426,0.282122555039031,-1.30041916824194,-1.1830445566812,-0.392019395614031,1.57243115855253,0.308622079171811
-1.03187869158948,-1.30567440723103,-0.937129142250902,0.504856404578872,-1.47824019197581,-1.07776513814491,-0.522086259220943,-0.118455904575394,-0.196836015710987,-0.92739036639485,1.40279142004521,0.241639168799532,-0.671763635543658,-0.495602021807126,0.0976156348683449,-0.47923738017748,0.274280077838744,-0.280654677893092,-0.522728796161911,-0.391267786851643,-0.596686159664376,-1.69556734825587
1.17665118223838,1.29681848665912,1.3496140603858,0.702347920968547,1.37627940708481,0.476573700571661,1.60842447317653,-0.510839723688956,-0.433109353095378,1.93040169232379,-0.109593186819748,-0.0770070674767887,0.61110228067596,1.148076293555,-0.261516344950028,0.768168242269658,-0.0777213015403846,1.37369219486613,0.659173207710347,-0.476965962024977,1.39489095686779,-0.187016215149169
-0.765018201047415,-0.845761209616794,1.46346475915109,-1.79837032335941,0.345872693165072,1.27103795173343,-0.332538204369681,0.386425311804962,0.987972561264512,-0.215498695419762,-1.47691723735299,1.92074186416094,-1.0113655175882,-1.07145881729426,2.0152690665349,-1.23349917353273,1.58657486540251,1.35626992457918,1.63691702347652,-0.370140915733664,-0.0881162181403523,0.525701569949608
1.1765011189096,0.426248157785243,-1.35635434448695,-1.60508645302027,0.169506362676004,0.466075686514147,0.296285758733165,0.121525787410487,-0.972182273973783,0.835562596515666,1.00285645125223,-0.11730700054606,0.393523045025106,1.64037842955253,0.490504660458611,1.6742363719359,-1.36086850267861,-0.315105027421526,-0.62203435569873,2.36699270312846,0.908098941290825,-0.521988547393268
1.01761083082343,1.21988251894352,-1.60830323464853,-0.316595213849488,1.55812137753923,-0.60902283347397,1.88150991382896,-0.209484212991199,-0.359779611748247,1.94674101832688,0.151120137035453,0.0103955899109615,1.19587381758319,1.55013000194827,0.310681970603793,-0.539332428961478,0.83157521857884,0.247224365472153,1.27264881940002,-0.380994368796601,0.555131976218261,-0.289061038140578
